method,curve,fpr,tpr
one_stage,defect_roc,0.0,0.1738095238095238
one_stage,defect_roc,0.0,0.1742857142857143
one_stage,defect_roc,0.0,0.17476190476190476
one_stage,defect_roc,0.0,0.17523809523809525
one_stage,defect_roc,0.0,0.1757142857142857
one_stage,defect_roc,0.0,0.1761904761904762
one_stage,defect_roc,0.0,0.17666666666666667
one_stage,defect_roc,0.0,0.17714285714285713
one_stage,defect_roc,0.0,0.17761904761904762
one_stage,defect_roc,0.0,0.17809523809523808
one_stage,defect_roc,0.0,0.17857142857142858
one_stage,defect_roc,0.0,0.17904761904761904
one_stage,defect_roc,0.0,0.17952380952380953
one_stage,defect_roc,0.0,0.18
one_stage,defect_roc,0.0,0.18047619047619048
one_stage,defect_roc,0.0,0.18095238095238095
one_stage,defect_roc,0.0,0.18142857142857144
one_stage,defect_roc,0.0,0.1819047619047619
one_stage,defect_roc,0.0,0.1823809523809524
one_stage,defect_roc,0.0,0.18285714285714286
one_stage,defect_roc,0.0,0.18333333333333332
one_stage,defect_roc,0.0,0.1838095238095238
one_stage,defect_roc,0.0,0.18428571428571427
one_stage,defect_roc,0.0,0.18476190476190477
one_stage,defect_roc,0.0,0.18523809523809523
one_stage,defect_roc,0.0,0.18571428571428572
one_stage,defect_roc,0.0,0.18619047619047618
one_stage,defect_roc,0.0,0.18666666666666668
one_stage,defect_roc,0.0,0.18714285714285714
one_stage,defect_roc,0.0,0.18761904761904763
one_stage,defect_roc,0.0,0.1880952380952381
one_stage,defect_roc,0.0,0.18857142857142858
one_stage,defect_roc,0.0,0.18904761904761905
one_stage,defect_roc,0.0,0.1895238095238095
one_stage,defect_roc,0.0,0.19
one_stage,defect_roc,0.0,0.19047619047619047
one_stage,defect_roc,0.0,0.19095238095238096
one_stage,defect_roc,0.0,0.19142857142857142
one_stage,defect_roc,0.0,0.1919047619047619
one_stage,defect_roc,0.0,0.19238095238095237
one_stage,defect_roc,0.0,0.19285714285714287
one_stage,defect_roc,0.0,0.19333333333333333
one_stage,defect_roc,0.0,0.19380952380952382
one_stage,defect_roc,0.0,0.19428571428571428
one_stage,defect_roc,0.0,0.19476190476190477
one_stage,defect_roc,0.0,0.19523809523809524
one_stage,defect_roc,0.0,0.1957142857142857
one_stage,defect_roc,0.0,0.1961904761904762
one_stage,defect_roc,0.0,0.19666666666666666
one_stage,defect_roc,0.0,0.19714285714285715
one_stage,defect_roc,0.0,0.1976190476190476
one_stage,defect_roc,0.0,0.1980952380952381
one_stage,defect_roc,0.0,0.19857142857142857
one_stage,defect_roc,0.0,0.19904761904761906
one_stage,defect_roc,0.0,0.19952380952380952
one_stage,defect_roc,0.0,0.2
one_stage,defect_roc,0.0,0.20047619047619047
one_stage,defect_roc,0.0,0.20095238095238097
one_stage,defect_roc,0.0,0.20142857142857143
one_stage,defect_roc,0.0,0.2019047619047619
one_stage,defect_roc,0.0,0.20238095238095238
one_stage,defect_roc,0.0,0.20285714285714285
one_stage,defect_roc,0.0,0.20333333333333334
one_stage,defect_roc,0.0,0.2038095238095238
one_stage,defect_roc,0.0,0.2042857142857143
one_stage,defect_roc,0.0,0.20476190476190476
one_stage,defect_roc,0.0,0.20523809523809525
one_stage,defect_roc,0.0,0.2057142857142857
one_stage,defect_roc,0.0,0.2061904761904762
one_stage,defect_roc,0.0,0.20666666666666667
one_stage,defect_roc,0.0,0.20714285714285716
one_stage,defect_roc,0.0,0.20761904761904762
one_stage,defect_roc,0.0,0.20809523809523808
one_stage,defect_roc,0.0,0.20857142857142857
one_stage,defect_roc,0.0,0.20904761904761904
one_stage,defect_roc,0.0,0.20952380952380953
one_stage,defect_roc,0.0,0.21
one_stage,defect_roc,0.0,0.21047619047619048
one_stage,defect_roc,0.0,0.21095238095238095
one_stage,defect_roc,0.0,0.21142857142857144
one_stage,defect_roc,0.0,0.2119047619047619
one_stage,defect_roc,0.0,0.2123809523809524
one_stage,defect_roc,0.0,0.21285714285714286
one_stage,defect_roc,0.0,0.21333333333333335
one_stage,defect_roc,0.0,0.2138095238095238
one_stage,defect_roc,0.0,0.21428571428571427
one_stage,defect_roc,0.0,0.21476190476190476
one_stage,defect_roc,0.0,0.21523809523809523
one_stage,defect_roc,0.0,0.21571428571428572
one_stage,defect_roc,0.0,0.21619047619047618
one_stage,defect_roc,0.0,0.21666666666666667
one_stage,defect_roc,0.0,0.21714285714285714
one_stage,defect_roc,0.0,0.21761904761904763
one_stage,defect_roc,0.0,0.2180952380952381
one_stage,defect_roc,0.0,0.21857142857142858
one_stage,defect_roc,0.0,0.21904761904761905
one_stage,defect_roc,0.0,0.2195238095238095
one_stage,defect_roc,0.0,0.22
one_stage,defect_roc,0.0,0.22047619047619046
one_stage,defect_roc,0.0,0.22095238095238096
one_stage,defect_roc,0.0,0.22142857142857142
one_stage,defect_roc,0.0,0.2219047619047619
one_stage,defect_roc,0.0,0.22238095238095237
one_stage,defect_roc,0.0,0.22285714285714286
one_stage,defect_roc,0.0,0.22333333333333333
one_stage,defect_roc,0.0,0.22380952380952382
one_stage,defect_roc,0.0,0.22428571428571428
one_stage,defect_roc,0.0,0.22476190476190477
one_stage,defect_roc,0.0,0.22523809523809524
one_stage,defect_roc,0.0,0.2257142857142857
one_stage,defect_roc,0.0,0.2261904761904762
one_stage,defect_roc,0.0,0.22666666666666666
one_stage,defect_roc,0.0,0.22714285714285715
one_stage,defect_roc,0.0,0.2276190476190476
one_stage,defect_roc,0.0,0.2280952380952381
one_stage,defect_roc,0.0,0.22857142857142856
one_stage,defect_roc,0.0,0.22904761904761906
one_stage,defect_roc,0.0,0.22952380952380952
one_stage,defect_roc,0.0,0.23
one_stage,defect_roc,0.0,0.23047619047619047
one_stage,defect_roc,0.0,0.23095238095238096
one_stage,defect_roc,0.0,0.23142857142857143
one_stage,defect_roc,0.0,0.2319047619047619
one_stage,defect_roc,0.0,0.23238095238095238
one_stage,defect_roc,0.0,0.23285714285714285
one_stage,defect_roc,0.0,0.23333333333333334
one_stage,defect_roc,0.0,0.2338095238095238
one_stage,defect_roc,0.0,0.2342857142857143
one_stage,defect_roc,0.0,0.23476190476190475
one_stage,defect_roc,0.0,0.23523809523809525
one_stage,defect_roc,0.0,0.2357142857142857
one_stage,defect_roc,0.0,0.2361904761904762
one_stage,defect_roc,0.0,0.23666666666666666
one_stage,defect_roc,0.0,0.23714285714285716
one_stage,defect_roc,0.0,0.23761904761904762
one_stage,defect_roc,0.0,0.23809523809523808
one_stage,defect_roc,0.0,0.23857142857142857
one_stage,defect_roc,0.0,0.23904761904761904
one_stage,defect_roc,0.0,0.23952380952380953
one_stage,defect_roc,0.0,0.24
one_stage,defect_roc,0.0,0.24047619047619048
one_stage,defect_roc,0.0,0.24095238095238095
one_stage,defect_roc,0.0,0.24142857142857144
one_stage,defect_roc,0.0,0.2419047619047619
one_stage,defect_roc,0.0,0.2423809523809524
one_stage,defect_roc,0.0,0.24285714285714285
one_stage,defect_roc,0.0,0.24333333333333335
one_stage,defect_roc,0.0,0.2438095238095238
one_stage,defect_roc,0.0,0.24428571428571427
one_stage,defect_roc,0.0,0.24476190476190476
one_stage,defect_roc,0.0,0.24523809523809523
one_stage,defect_roc,0.0,0.24571428571428572
one_stage,defect_roc,0.0,0.24619047619047618
one_stage,defect_roc,0.0,0.24666666666666667
one_stage,defect_roc,0.0,0.24714285714285714
one_stage,defect_roc,0.0,0.24761904761904763
one_stage,defect_roc,0.0,0.2480952380952381
one_stage,defect_roc,0.0,0.24857142857142858
one_stage,defect_roc,0.0,0.24904761904761905
one_stage,defect_roc,0.0,0.24952380952380954
one_stage,defect_roc,0.0,0.25
one_stage,defect_roc,0.0,0.25047619047619046
one_stage,defect_roc,0.0,0.2509523809523809
one_stage,defect_roc,0.0,0.25142857142857145
one_stage,defect_roc,0.0,0.2519047619047619
one_stage,defect_roc,0.0,0.2523809523809524
one_stage,defect_roc,0.0,0.25285714285714284
one_stage,defect_roc,0.0,0.25333333333333335
one_stage,defect_roc,0.0,0.2538095238095238
one_stage,defect_roc,0.0,0.2542857142857143
one_stage,defect_roc,0.0,0.25476190476190474
one_stage,defect_roc,0.0,0.25523809523809526
one_stage,defect_roc,0.0,0.2557142857142857
one_stage,defect_roc,0.0,0.2561904761904762
one_stage,defect_roc,0.0,0.25666666666666665
one_stage,defect_roc,0.0,0.2571428571428571
one_stage,defect_roc,0.0,0.25761904761904764
one_stage,defect_roc,0.0,0.2580952380952381
one_stage,defect_roc,0.0,0.25857142857142856
one_stage,defect_roc,0.0,0.259047619047619
one_stage,defect_roc,0.0,0.25952380952380955
one_stage,defect_roc,0.0,0.26
one_stage,defect_roc,0.0,0.2604761904761905
one_stage,defect_roc,0.0,0.26095238095238094
one_stage,defect_roc,0.0,0.26142857142857145
one_stage,defect_roc,0.0,0.2619047619047619
one_stage,defect_roc,0.0,0.2623809523809524
one_stage,defect_roc,0.0,0.26285714285714284
one_stage,defect_roc,0.0,0.2633333333333333
one_stage,defect_roc,0.0,0.2638095238095238
one_stage,defect_roc,0.0,0.2642857142857143
one_stage,defect_roc,0.0,0.26476190476190475
one_stage,defect_roc,0.0,0.2652380952380952
one_stage,defect_roc,0.0,0.26571428571428574
one_stage,defect_roc,0.0,0.2661904761904762
one_stage,defect_roc,0.0,0.26666666666666666
one_stage,defect_roc,0.0,0.2671428571428571
one_stage,defect_roc,0.0,0.26761904761904765
one_stage,defect_roc,0.0,0.2680952380952381
one_stage,defect_roc,0.0,0.26857142857142857
one_stage,defect_roc,0.0,0.26904761904761904
one_stage,defect_roc,0.0,0.2695238095238095
one_stage,defect_roc,0.0,0.27
one_stage,defect_roc,0.0,0.2704761904761905
one_stage,defect_roc,0.0,0.27095238095238094
one_stage,defect_roc,0.0,0.2714285714285714
one_stage,defect_roc,0.0,0.2719047619047619
one_stage,defect_roc,0.0,0.2723809523809524
one_stage,defect_roc,0.0,0.27285714285714285
one_stage,defect_roc,0.0,0.2733333333333333
one_stage,defect_roc,0.0,0.27380952380952384
one_stage,defect_roc,0.0,0.2742857142857143
one_stage,defect_roc,0.0,0.27476190476190476
one_stage,defect_roc,0.0,0.2752380952380952
one_stage,defect_roc,0.0,0.2757142857142857
one_stage,defect_roc,0.0,0.2761904761904762
one_stage,defect_roc,0.0,0.27666666666666667
one_stage,defect_roc,0.0,0.27714285714285714
one_stage,defect_roc,0.0,0.2776190476190476
one_stage,defect_roc,0.0,0.2780952380952381
one_stage,defect_roc,0.0,0.2785714285714286
one_stage,defect_roc,0.0,0.27904761904761904
one_stage,defect_roc,0.0,0.2795238095238095
one_stage,defect_roc,0.0,0.28
one_stage,defect_roc,0.0,0.2804761904761905
one_stage,defect_roc,0.0,0.28095238095238095
one_stage,defect_roc,0.0,0.2814285714285714
one_stage,defect_roc,0.0,0.2819047619047619
one_stage,defect_roc,0.0,0.2823809523809524
one_stage,defect_roc,0.0,0.28285714285714286
one_stage,defect_roc,0.0,0.2833333333333333
one_stage,defect_roc,0.0,0.2838095238095238
one_stage,defect_roc,0.0,0.2842857142857143
one_stage,defect_roc,0.0,0.28476190476190477
one_stage,defect_roc,0.0,0.28523809523809524
one_stage,defect_roc,0.0,0.2857142857142857
one_stage,defect_roc,0.0,0.2861904761904762
one_stage,defect_roc,0.0,0.2866666666666667
one_stage,defect_roc,0.0,0.28714285714285714
one_stage,defect_roc,0.0,0.2876190476190476
one_stage,defect_roc,0.0,0.28809523809523807
one_stage,defect_roc,0.0,0.2885714285714286
one_stage,defect_roc,0.0,0.28904761904761905
one_stage,defect_roc,0.0,0.2895238095238095
one_stage,defect_roc,0.0,0.29
one_stage,defect_roc,0.0,0.2904761904761905
one_stage,defect_roc,0.0,0.29095238095238096
one_stage,defect_roc,0.0,0.2914285714285714
one_stage,defect_roc,0.0,0.2919047619047619
one_stage,defect_roc,0.0,0.2923809523809524
one_stage,defect_roc,0.0,0.29285714285714287
one_stage,defect_roc,0.0,0.29333333333333333
one_stage,defect_roc,0.0,0.2938095238095238
one_stage,defect_roc,0.0,0.29428571428571426
one_stage,defect_roc,0.0,0.2947619047619048
one_stage,defect_roc,0.0,0.29523809523809524
one_stage,defect_roc,0.0,0.2957142857142857
one_stage,defect_roc,0.0,0.29619047619047617
one_stage,defect_roc,0.0,0.2966666666666667
one_stage,defect_roc,0.0,0.29714285714285715
one_stage,defect_roc,0.0,0.2976190476190476
one_stage,defect_roc,0.0,0.2980952380952381
one_stage,defect_roc,0.0,0.2985714285714286
one_stage,defect_roc,0.0,0.29904761904761906
one_stage,defect_roc,0.0,0.2995238095238095
one_stage,defect_roc,0.0,0.3
one_stage,defect_roc,0.0,0.30047619047619045
one_stage,defect_roc,0.0,0.30095238095238097
one_stage,defect_roc,0.0,0.30142857142857143
one_stage,defect_roc,0.0,0.3019047619047619
one_stage,defect_roc,0.0,0.30238095238095236
one_stage,defect_roc,0.0,0.3028571428571429
one_stage,defect_roc,0.0,0.30333333333333334
one_stage,defect_roc,0.0,0.3038095238095238
one_stage,defect_roc,0.0,0.30428571428571427
one_stage,defect_roc,0.0,0.3047619047619048
one_stage,defect_roc,0.0,0.30523809523809525
one_stage,defect_roc,0.0,0.3057142857142857
one_stage,defect_roc,0.0,0.3061904761904762
one_stage,defect_roc,0.0,0.30666666666666664
one_stage,defect_roc,0.0,0.30714285714285716
one_stage,defect_roc,0.0,0.3076190476190476
one_stage,defect_roc,0.0,0.3080952380952381
one_stage,defect_roc,0.0,0.30857142857142855
one_stage,defect_roc,0.0,0.30904761904761907
one_stage,defect_roc,0.0,0.30952380952380953
one_stage,defect_roc,0.0,0.31
one_stage,defect_roc,0.0,0.31047619047619046
one_stage,defect_roc,0.0,0.310952380952381
one_stage,defect_roc,0.0,0.31142857142857144
one_stage,defect_roc,0.0,0.3119047619047619
one_stage,defect_roc,0.0,0.31238095238095237
one_stage,defect_roc,0.0,0.31285714285714283
one_stage,defect_roc,0.0,0.31333333333333335
one_stage,defect_roc,0.0,0.3138095238095238
one_stage,defect_roc,0.0,0.3142857142857143
one_stage,defect_roc,0.0,0.31476190476190474
one_stage,defect_roc,0.0,0.31523809523809526
one_stage,defect_roc,0.0,0.3157142857142857
one_stage,defect_roc,0.0,0.3161904761904762
one_stage,defect_roc,0.0,0.31666666666666665
one_stage,defect_roc,0.0,0.3171428571428571
one_stage,defect_roc,0.0,0.31761904761904763
one_stage,defect_roc,0.0,0.3180952380952381
one_stage,defect_roc,0.0,0.31857142857142856
one_stage,defect_roc,0.0,0.319047619047619
one_stage,defect_roc,0.0,0.31952380952380954
one_stage,defect_roc,0.0,0.32
one_stage,defect_roc,0.0,0.32047619047619047
one_stage,defect_roc,0.0,0.32095238095238093
one_stage,defect_roc,0.0,0.32142857142857145
one_stage,defect_roc,0.0,0.3219047619047619
one_stage,defect_roc,0.0,0.3223809523809524
one_stage,defect_roc,0.0,0.32285714285714284
one_stage,defect_roc,0.0,0.3233333333333333
one_stage,defect_roc,0.0,0.3238095238095238
one_stage,defect_roc,0.0,0.3242857142857143
one_stage,defect_roc,0.0,0.32476190476190475
one_stage,defect_roc,0.0,0.3252380952380952
one_stage,defect_roc,0.0,0.32571428571428573
one_stage,defect_roc,0.0,0.3261904761904762
one_stage,defect_roc,0.0,0.32666666666666666
one_stage,defect_roc,0.0,0.3271428571428571
one_stage,defect_roc,0.0,0.32761904761904764
one_stage,defect_roc,0.0,0.3280952380952381
one_stage,defect_roc,0.0,0.32857142857142857
one_stage,defect_roc,0.0,0.32904761904761903
one_stage,defect_roc,0.0,0.3295238095238095
one_stage,defect_roc,0.0,0.33
one_stage,defect_roc,0.0,0.3304761904761905
one_stage,defect_roc,0.0,0.33095238095238094
one_stage,defect_roc,0.0,0.3314285714285714
one_stage,defect_roc,0.0,0.3319047619047619
one_stage,defect_roc,0.0,0.3323809523809524
